Age_Group,Gender,Occupation,Income,Shopping_Frequency,Platform,Monthly_Spend,Style,Struggle_Outfits,Occasion_Issue,Body_Fit_Issue,Lack_Inspiration,Budget_Issue,AI_Outfit_Interest,Virtual_TryOn_Interest,Wardrobe_Feature,MixMatch_Feature,AI_Chat,Budget_Feature,Privacy_Comfort,Purchase_Driver,Outfit_Budget,Subscription_Amount,Adoption
18-21,Female,Working Professional,20000-50000,2-3 months,Online,7081.5048,Formal,1,1,0,0,0,1,1,1,1,1,0,Medium,Price,3068.872,752.94797,Yes
30,Male,Working Professional,50000-100000,Monthly,Mixed,2947.0353,Experimental,0,0,1,0,1,1,1,1,1,1,1,Medium,Fit,3629.0659,222.31113,Maybe
26-30,Male,Student,20000-50000,Monthly,Mixed,3130.4106,Casual,1,0,1,1,0,1,1,1,1,1,1,Low,Trend,1649.9373,315.95447,Yes
18-21,Male,Student,50000-100000,Monthly,Online,5631.1885,Trendy,1,1,1,1,1,0,0,1,1,1,0,Medium,Fit,1666.4297,239.66002,Maybe
22-25,Female,Working Professional,20000-50000,Monthly,Online,754.05008,Minimal,1,1,0,0,0,1,1,1,1,0,0,High,Recommendation,3024.3205,226.67531,Yes
30,Female,Student,20000-50000,2-3 months,Offline,1573.0733,Experimental,0,1,1,1,0,1,1,0,1,0,1,Medium,Price,5411.6672,113.02172,Maybe
30,Male,Student,50000-100000,Monthly,Instagram,6194.9699,Minimal,0,0,0,1,1,1,1,0,1,0,0,Medium,Trend,300,107.97759,No
22-25,Male,Working Professional,<20000,Weekly,Online,1656.1321,Trendy,1,0,1,0,1,1,1,0,1,1,0,High,Brand,300,50,Yes
26-30,Female,Working Professional,50000-100000,Monthly,Mixed,500,Formal,1,1,1,0,0,1,1,1,0,1,0,High,Recommendation,2104.3842,381.81935,Yes
18-21,Female,Student,50000-100000,Rarely,Offline,7737.0544,Trendy,1,1,0,0,0,1,1,1,0,1,0,High,Trend,4046.2706,236.30299,Yes
30,Female,Working Professional,20000-50000,Monthly,Online,1212.3647,Minimal,1,1,1,1,0,0,0,1,1,1,0,Medium,Trend,2577.0641,590.04423,No
18-21,Female,Student,<20000,2-3 months,Offline,4368.2388,Trendy,1,1,0,0,0,0,0,0,1,0,0,High,Fit,746.00523,113.37897,Maybe
30,Female,Student,<20000,Monthly,Mixed,4138.1704,Casual,1,1,1,1,0,1,1,1,1,0,0,Low,Brand,2618.6402,521.44718,Yes
26-30,Non-binary,Student,100000,Weekly,Instagram,500,Trendy,1,1,1,1,0,0,1,0,1,0,1,Medium,Fit,300,535.8389,Maybe
26-30,Female,Working Professional,50000-100000,Monthly,Online,3465.366,Casual,1,0,1,1,1,1,0,0,1,0,1,Medium,Fit,3443.3756,491.55647,Yes
22-25,Male,Student,<20000,2-3 months,Online,4896.8265,Trendy,1,0,0,0,0,0,1,1,1,0,0,Medium,Fit,2036.338,335.2196,Yes
18-21,Female,Student,20000-50000,Monthly,Online,4708.6188,Casual,0,0,1,1,0,0,1,0,0,1,0,Medium,Fit,2376.9513,249.26914,Maybe
18-21,Male,Working Professional,20000-50000,2-3 months,Online,5807.0414,Casual,1,0,1,1,1,1,1,1,1,1,1,Medium,Recommendation,3140.7782,491.41015,Yes
18-21,Non-binary,Working Professional,50000-100000,Monthly,Instagram,3225.0174,Trendy,1,0,0,1,1,1,1,1,1,1,1,High,Brand,2808.5334,181.28053,Yes
18-21,Female,Student,<20000,Weekly,Mixed,5425.0089,Experimental,0,0,1,1,1,1,0,0,1,1,1,Medium,Fit,1688.1106,340.60614,Maybe
26-30,Female,Working Professional,20000-50000,Rarely,Instagram,2621.3419,Formal,1,1,1,1,1,1,1,0,1,0,0,High,Recommendation,4050.4193,293.43781,Yes
22-25,Female,Student,100000,Monthly,Mixed,1179.0652,Formal,1,0,1,1,0,1,1,1,1,1,0,Low,Recommendation,3695.3988,166.28747,Yes
18-21,Female,Working Professional,<20000,Monthly,Online,4213.6297,Formal,1,0,0,0,0,1,1,0,1,1,1,High,Trend,600,341.70705,Yes
30,Male,Working Professional,20000-50000,2-3 months,Mixed,1075.7791,Casual,1,1,0,1,1,1,1,0,0,1,0,Medium,Trend,2154.636,411.27574,Yes
30,Male,Working Professional,100000,Monthly,Instagram,6019.1719,Formal,0,1,0,1,1,1,1,1,1,1,1,Medium,Price,879.56981,160.37577,Yes
30,Female,Working Professional,50000-100000,2-3 months,Online,970.85298,Casual,1,1,0,1,1,1,1,0,0,1,1,High,Recommendation,597.91285,369.01803,Yes
30,Female,Working Professional,20000-50000,Weekly,Instagram,4548.0777,Experimental,0,1,1,0,0,1,1,1,0,1,1,High,Price,3302.7004,50,Yes
18-21,Female,Student,<20000,Monthly,Online,3468.1516,Trendy,1,1,0,0,0,1,1,1,1,0,1,Medium,Recommendation,1871.1081,142.6267,Yes
22-25,Male,Working Professional,<20000,Weekly,Instagram,3794.7029,Trendy,1,0,0,1,1,1,1,1,1,1,0,Low,Fit,2285.8425,231.39814,Yes
26-30,Female,Student,20000-50000,2-3 months,Offline,6727.2146,Casual,1,0,1,0,0,1,1,1,0,1,0,Medium,Fit,1495.4726,353.60059,Yes
26-30,Female,Working Professional,100000,Monthly,Online,3123.1453,Casual,1,1,0,1,1,1,1,0,0,1,0,Low,Price,3055.2632,430.39721,No
18-21,Male,Self-employed,20000-50000,2-3 months,Offline,5223.2031,Experimental,0,0,0,1,1,1,0,0,1,0,1,High,Fit,3517.5203,312.42343,Maybe
26-30,Male,Self-employed,50000-100000,Rarely,Offline,4075.1267,Formal,0,0,1,1,1,1,1,1,0,1,0,High,Fit,5755.3823,384.98936,Yes
18-21,Female,Working Professional,100000,Monthly,Online,3695.9622,Experimental,0,1,1,0,0,1,0,1,1,1,0,Medium,Trend,2228.5386,275.91271,Maybe
18-21,Male,Working Professional,20000-50000,Monthly,Online,8599.9382,Trendy,1,0,1,0,0,0,1,0,1,0,1,High,Fit,327.37379,360.71222,Yes
22-25,Female,Working Professional,<20000,Monthly,Online,1117.3165,Trendy,1,1,1,1,0,0,0,1,1,1,1,Medium,Trend,1744.1595,352.78636,No
22-25,Female,Student,20000-50000,Monthly,Offline,6578.2637,Formal,1,1,0,1,1,0,1,1,0,0,1,Medium,Brand,3770.5899,223.64691,Yes
22-25,Male,Working Professional,100000,Monthly,Mixed,5312.8131,Trendy,1,1,1,1,0,1,0,1,1,0,1,Low,Recommendation,1341.0322,246.69302,Yes
18-21,Male,Working Professional,50000-100000,2-3 months,Mixed,3040.95,Casual,1,1,0,1,0,0,1,1,1,1,0,High,Trend,300,390.01908,Yes
30,Female,Working Professional,<20000,Rarely,Offline,7258.637,Trendy,0,0,0,1,0,0,1,0,1,1,0,High,Trend,1372.2735,571.81317,Maybe
22-25,Female,Working Professional,50000-100000,Rarely,Instagram,500,Minimal,1,1,0,0,0,0,0,0,1,0,0,Low,Trend,1699.9511,481.02279,No
18-21,Female,Student,20000-50000,2-3 months,Online,2956.4667,Formal,0,0,0,1,1,1,1,0,0,1,0,High,Recommendation,875.99568,130.63259,Maybe
30,Female,Working Professional,100000,2-3 months,Instagram,4749.1068,Formal,1,0,0,0,1,1,1,0,0,1,1,Medium,Recommendation,5652.4295,131.16274,Yes
30,Female,Self-employed,<20000,Monthly,Online,4824.1669,Formal,0,1,1,0,0,0,1,1,1,0,0,Medium,Recommendation,2381.4666,219.6553,Maybe
30,Female,Student,20000-50000,2-3 months,Online,1773.8718,Minimal,1,1,1,1,1,1,0,0,1,1,0,High,Fit,3684.5579,314.8382,Maybe
26-30,Female,Working Professional,100000,2-3 months,Offline,4866.1279,Experimental,0,0,0,1,1,1,0,0,1,0,1,High,Trend,1831.2102,307.23844,Maybe
26-30,Male,Self-employed,20000-50000,Monthly,Online,3627.1272,Casual,0,1,1,1,1,1,0,0,0,1,1,High,Recommendation,3337.0972,486.04204,Maybe
22-25,Male,Working Professional,20000-50000,Rarely,Instagram,3041.2921,Formal,1,1,1,1,1,1,0,1,1,0,1,High,Brand,1761.5938,494.267,Yes
18-21,Male,Working Professional,<20000,Monthly,Mixed,4777.2945,Trendy,0,0,0,0,1,1,0,1,1,1,1,Medium,Recommendation,805.58146,300.84984,Maybe
22-25,Female,Student,20000-50000,2-3 months,Online,3462.7568,Casual,1,1,0,0,0,1,1,1,1,1,0,High,Price,1685.4713,265.84551,Yes
22-25,Non-binary,Working Professional,20000-50000,2-3 months,Online,1822.7303,Trendy,1,0,0,1,0,1,1,1,1,1,1,High,Price,300,377.51196,Yes
22-25,Male,Working Professional,100000,Rarely,Mixed,9602.746,Casual,1,1,0,0,1,1,1,1,1,1,1,Medium,Trend,5182.3235,459.4802,Yes
26-30,Male,Working Professional,20000-50000,Monthly,Instagram,3025.6656,Casual,1,0,1,1,0,1,0,0,1,1,1,Low,Trend,2713.7496,382.86552,Yes
22-25,Male,Working Professional,20000-50000,2-3 months,Online,500,Trendy,1,1,0,1,0,1,1,1,1,1,1,Low,Trend,1306.8897,235.26813,Yes
18-21,Male,Student,50000-100000,Monthly,Online,2315.8026,Trendy,0,0,0,1,0,1,1,1,1,0,0,Low,Fit,1933.5338,208.16192,Maybe
18-21,Female,Student,<20000,Monthly,Offline,1465.4466,Casual,0,1,0,1,0,1,1,0,1,1,1,Medium,Price,300,133.40944,Maybe
26-30,Female,Self-employed,20000-50000,2-3 months,Offline,5652.2912,Formal,1,1,1,1,0,1,0,0,1,1,1,High,Price,4651.5298,329.02303,Yes
18-21,Male,Working Professional,50000-100000,Monthly,Online,4643.3053,Trendy,1,1,0,1,1,1,1,1,1,0,0,Medium,Trend,4504.8221,393.46801,Yes
30,Male,Working Professional,100000,2-3 months,Online,4797.4256,Minimal,1,0,1,1,0,1,1,0,1,0,0,High,Price,2661.3129,410.22678,Yes
22-25,Male,Student,50000-100000,Monthly,Mixed,3259.9551,Minimal,1,0,0,0,0,1,1,1,1,0,0,Medium,Price,2979.1934,472.76406,Yes
22-25,Female,Working Professional,50000-100000,Monthly,Offline,3441.2995,Casual,1,1,1,1,1,1,0,1,0,0,1,High,Fit,598.48483,522.04644,Yes
22-25,Female,Self-employed,<20000,2-3 months,Mixed,3258.1378,Experimental,1,1,1,1,1,1,0,0,0,1,1,Medium,Brand,707.54516,93.755153,Yes
26-30,Female,Working Professional,100000,Monthly,Instagram,3837.6136,Casual,1,1,0,0,0,1,1,1,0,1,0,High,Trend,300,360.71437,Yes
22-25,Male,Student,<20000,Weekly,Mixed,5670.6669,Casual,1,1,1,1,0,1,1,0,0,1,1,High,Brand,2258.3979,365.88892,Yes
26-30,Female,Working Professional,50000-100000,Rarely,Online,4672.1508,Formal,1,1,1,1,1,1,1,0,0,1,1,Medium,Brand,4091.5531,288.90804,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Instagram,5000.2257,Formal,1,0,1,0,1,1,1,1,0,0,0,Medium,Fit,1925.1781,175.74831,Yes
22-25,Female,Working Professional,100000,2-3 months,Online,4999.1178,Experimental,1,1,1,1,0,1,0,0,1,0,0,High,Price,3021.5437,516.69448,Yes
30,Female,Working Professional,50000-100000,Monthly,Offline,5768.8849,Experimental,0,0,0,0,1,1,1,1,0,1,1,Low,Trend,3968.2508,211.70992,Yes
26-30,Male,Working Professional,50000-100000,Monthly,Online,4576.3001,Experimental,1,0,0,0,1,1,1,0,1,1,0,High,Recommendation,300,50,Yes
26-30,Male,Working Professional,20000-50000,Monthly,Online,4717.6961,Experimental,0,1,1,1,1,1,1,0,0,1,1,Low,Brand,5268.3481,303.01084,Yes
30,Male,Working Professional,20000-50000,Monthly,Mixed,6377.6125,Experimental,0,1,0,1,0,1,0,0,1,1,0,Medium,Brand,4235.9806,264.32045,Maybe
30,Female,Student,50000-100000,Monthly,Mixed,2669.9082,Casual,1,0,1,1,0,1,0,1,1,1,0,Medium,Fit,3270.8391,578.65459,Maybe
26-30,Male,Working Professional,50000-100000,Monthly,Online,2288.5148,Casual,0,0,1,0,0,1,1,0,0,1,1,Low,Brand,3886.1418,373.45409,Maybe
26-30,Female,Student,<20000,Monthly,Offline,1628.1568,Minimal,1,0,0,1,0,1,1,0,0,1,1,Low,Brand,3956.6145,254.21059,Yes
26-30,Male,Self-employed,100000,Weekly,Online,4365.8291,Minimal,1,1,1,0,0,0,1,1,0,1,0,High,Brand,2938.9598,270.47174,Yes
26-30,Female,Working Professional,100000,Monthly,Online,500,Trendy,1,0,1,1,0,1,1,1,1,0,1,High,Fit,4642.4169,268.73947,Yes
26-30,Female,Working Professional,20000-50000,Weekly,Mixed,4924.3082,Casual,1,1,0,1,1,0,1,0,1,1,0,High,Price,1821.0095,632.57001,Yes
26-30,Male,Working Professional,50000-100000,Weekly,Online,3781.6138,Experimental,1,0,0,1,0,1,0,1,1,0,1,Medium,Brand,3192.7168,401.32258,Yes
18-21,Male,Student,20000-50000,Rarely,Mixed,6269.2794,Trendy,1,1,1,0,0,1,0,1,1,1,1,Medium,Trend,4482.4642,88.925974,Yes
30,Female,Working Professional,20000-50000,2-3 months,Online,2656.1654,Formal,1,0,1,1,1,1,1,1,1,0,0,Medium,Brand,300,263.33401,Yes
30,Male,Working Professional,20000-50000,2-3 months,Offline,3593.3634,Casual,0,0,1,1,0,1,1,1,1,1,1,High,Brand,3156.945,296.45513,Yes
18-21,Female,Student,20000-50000,Monthly,Offline,6244.4067,Minimal,1,1,0,0,0,1,1,1,1,1,1,Medium,Trend,3586.9075,133.86477,Yes
26-30,Female,Working Professional,50000-100000,Rarely,Online,6766.2713,Casual,1,1,0,0,1,1,0,1,1,0,1,Medium,Fit,300,50,Yes
18-21,Female,Student,20000-50000,2-3 months,Online,2639.6953,Casual,0,0,1,1,1,1,1,1,0,1,1,Medium,Recommendation,2922.7301,389.33451,Maybe
22-25,Female,Working Professional,50000-100000,2-3 months,Mixed,4363.5625,Casual,0,1,0,1,1,1,1,0,0,1,0,Medium,Trend,1309.441,179.30505,Yes
26-30,Female,Working Professional,50000-100000,Monthly,Instagram,4588.838,Casual,1,1,1,1,0,0,1,1,1,0,1,Medium,Recommendation,3095.2094,487.31574,Yes
18-21,Female,Student,50000-100000,Rarely,Online,4747.3068,Formal,0,0,0,0,1,1,1,1,1,1,1,Medium,Price,2357.5011,301.22916,Yes
26-30,Female,Self-employed,<20000,2-3 months,Offline,3474.8487,Minimal,0,0,0,1,0,1,1,0,0,0,1,Low,Price,1080.5077,228.85968,Yes
26-30,Male,Student,100000,2-3 months,Online,6562.7668,Casual,0,1,0,1,1,1,1,0,1,1,1,High,Brand,4164.4955,50,Yes
22-25,Female,Student,20000-50000,Weekly,Online,500,Formal,1,1,0,1,0,1,1,1,1,1,0,Medium,Brand,1872.4525,483.34768,Yes
18-21,Male,Student,20000-50000,Monthly,Online,3157.7395,Trendy,1,0,1,1,1,1,1,1,1,1,1,High,Fit,2904.9457,344.02902,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Online,4895.8615,Casual,1,0,0,1,0,1,1,0,0,1,0,High,Recommendation,4471.0714,232.77079,Yes
26-30,Male,Working Professional,20000-50000,Monthly,Mixed,4914.4496,Formal,0,1,0,1,1,1,0,1,1,1,1,Low,Price,1124.9583,166.45629,Maybe
30,Female,Working Professional,100000,2-3 months,Instagram,20116.554,Experimental,1,1,0,1,1,1,1,1,1,1,0,Medium,Price,5024.1477,539.86368,Yes
26-30,Female,Student,20000-50000,Weekly,Mixed,6396.4508,Trendy,1,1,1,1,0,1,1,1,1,0,0,Low,Brand,1757.0093,140.36704,Yes
22-25,Female,Student,50000-100000,Weekly,Offline,3428.9167,Minimal,1,0,1,0,0,1,1,1,1,1,1,Low,Brand,2091.7305,244.70288,Yes
26-30,Female,Working Professional,<20000,Monthly,Mixed,6599.7425,Casual,1,1,0,1,1,1,0,1,1,1,1,High,Fit,5734.1278,385.46177,Yes
22-25,Female,Working Professional,20000-50000,Weekly,Offline,2571.9165,Casual,1,0,0,0,0,0,1,1,1,0,1,Low,Brand,3185.1638,517.615,Maybe
26-30,Male,Working Professional,100000,Monthly,Offline,5861.7748,Formal,1,0,1,1,0,1,0,0,1,1,0,High,Brand,2970.389,267.55204,Yes
18-21,Male,Student,50000-100000,2-3 months,Mixed,7621.045,Minimal,1,1,1,1,1,1,0,1,1,1,0,High,Fit,3286.131,189.77745,Maybe
26-30,Male,Working Professional,20000-50000,Monthly,Offline,6429.8882,Experimental,0,1,0,1,1,1,1,0,1,1,1,Medium,Brand,3145.3894,283.98912,Yes
22-25,Male,Self-employed,20000-50000,Weekly,Online,4211.5408,Trendy,1,1,0,0,0,1,1,0,1,0,0,High,Brand,300,435.6706,Yes
30,Female,Working Professional,20000-50000,Monthly,Instagram,3336.4425,Minimal,1,0,1,0,0,1,1,1,1,0,1,Low,Brand,5945.1412,469.40923,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Mixed,942.81741,Casual,1,1,1,0,0,1,1,0,0,0,1,Medium,Recommendation,303.44571,93.726128,Yes
26-30,Female,Student,50000-100000,Weekly,Instagram,4621.0793,Formal,1,0,1,0,0,1,0,1,1,0,1,High,Price,5098.8914,317.24102,Yes
30,Female,Self-employed,50000-100000,2-3 months,Offline,1769.5655,Experimental,1,0,0,1,0,1,1,1,1,0,0,High,Trend,3427.023,84.860189,Yes
18-21,Female,Working Professional,20000-50000,2-3 months,Offline,2413.7307,Formal,1,1,0,0,1,1,0,0,1,1,1,Medium,Price,2771.1685,432.63258,Yes
30,Female,Self-employed,100000,2-3 months,Mixed,1618.5084,Trendy,1,1,0,0,1,1,1,0,0,1,1,High,Recommendation,2041.7725,363.35759,Yes
26-30,Female,Working Professional,20000-50000,2-3 months,Online,3079.2153,Minimal,1,0,0,0,0,1,1,1,1,1,0,High,Trend,6407.7408,161.82216,Yes
18-21,Female,Working Professional,20000-50000,Weekly,Offline,3944.0612,Formal,0,0,1,1,1,1,1,1,1,1,0,Medium,Price,3406.7343,530.12184,Yes
22-25,Male,Self-employed,20000-50000,Rarely,Online,4547.2292,Formal,1,0,0,1,0,1,1,1,1,0,1,Low,Fit,2526.5321,350.25202,Yes
26-30,Male,Student,50000-100000,2-3 months,Offline,2798.9867,Casual,1,1,1,1,0,1,1,0,0,0,0,High,Recommendation,1697.1059,333.77887,Yes
18-21,Female,Working Professional,20000-50000,Rarely,Offline,6138.5674,Formal,1,1,1,0,0,1,1,1,1,1,1,High,Fit,1517.2776,273.13328,Yes
22-25,Male,Working Professional,20000-50000,Weekly,Online,3583.5895,Experimental,0,0,0,1,0,0,1,0,1,1,1,High,Fit,2575.9163,298.79431,Maybe
22-25,Non-binary,Working Professional,20000-50000,Rarely,Online,2424.5551,Minimal,0,1,1,1,0,1,0,0,1,1,0,High,Price,1104.0955,242.77762,No
26-30,Female,Self-employed,<20000,2-3 months,Offline,4452.5845,Trendy,0,0,1,0,1,1,1,0,1,1,0,High,Trend,3519.4766,188.81873,Yes
18-21,Female,Student,50000-100000,2-3 months,Online,7927.1057,Formal,0,0,1,0,1,1,1,0,1,0,1,High,Brand,1531.5364,484.36959,Yes
30,Female,Working Professional,20000-50000,Weekly,Online,4670.3211,Experimental,0,1,0,1,1,1,1,1,1,1,0,Medium,Brand,4007.4333,226.08861,Yes
30,Male,Working Professional,<20000,2-3 months,Mixed,3274.2887,Trendy,1,1,0,1,0,1,0,1,1,1,1,High,Recommendation,3973.8811,221.03879,Yes
30,Male,Student,50000-100000,Rarely,Online,945.07729,Experimental,0,0,0,0,0,1,0,1,1,0,0,High,Fit,2416.8465,280.60589,No
26-30,Female,Working Professional,100000,2-3 months,Online,3561.1754,Formal,1,0,0,1,1,1,1,1,1,1,0,Low,Recommendation,3370.4533,513.67717,Yes
18-21,Female,Student,100000,Monthly,Mixed,4469.8563,Formal,1,0,0,0,0,1,1,0,1,0,0,Medium,Price,3445.5459,469.67488,Yes
26-30,Female,Working Professional,20000-50000,Rarely,Online,9674.5147,Minimal,0,1,1,1,1,1,1,1,1,1,0,High,Fit,613.00517,240.77274,Yes
18-21,Female,Self-employed,<20000,Monthly,Online,669.23072,Casual,1,0,0,1,1,1,0,0,0,1,0,Medium,Brand,5097.5395,484.01781,Maybe
18-21,Female,Working Professional,20000-50000,Monthly,Offline,2298.8692,Experimental,1,1,1,1,1,1,0,1,1,1,1,Medium,Price,2116.3844,316.21803,Maybe
22-25,Male,Working Professional,<20000,Monthly,Instagram,6909.0769,Casual,1,0,0,1,0,1,1,0,1,1,0,Medium,Price,3543.3603,173.48621,Yes
22-25,Male,Self-employed,100000,Rarely,Mixed,6868.002,Casual,0,0,1,1,1,1,1,0,1,1,0,Low,Recommendation,3585.4353,228.5806,Yes
26-30,Male,Working Professional,<20000,Weekly,Mixed,2226.7217,Trendy,0,1,0,0,1,0,1,0,0,1,0,High,Recommendation,300,505.98808,No
26-30,Male,Working Professional,20000-50000,Monthly,Instagram,5345.5136,Trendy,1,0,0,1,0,1,0,1,1,1,1,Medium,Trend,1514.6062,612.42679,Yes
22-25,Male,Working Professional,20000-50000,2-3 months,Online,1642.8544,Experimental,0,1,1,1,1,0,1,1,1,1,1,Low,Brand,3760.5532,347.97251,No
22-25,Female,Working Professional,20000-50000,2-3 months,Online,6808.6326,Casual,0,1,0,0,0,0,1,1,1,0,0,Medium,Brand,2593.3787,215.01943,Maybe
30,Male,Student,50000-100000,Monthly,Online,4490.4717,Minimal,0,1,1,1,0,1,1,1,1,1,1,Low,Recommendation,3533.454,281.26238,Yes
22-25,Female,Self-employed,20000-50000,Rarely,Online,5899.283,Casual,1,0,1,1,1,1,0,1,0,0,1,Medium,Brand,2638.5498,185.63337,Yes
22-25,Male,Student,<20000,Rarely,Instagram,569.81331,Trendy,0,1,1,1,0,1,1,0,1,0,0,Low,Brand,4344.0727,207.48549,Maybe
18-21,Female,Working Professional,20000-50000,Weekly,Offline,5355.2742,Casual,1,0,1,0,0,1,1,1,1,0,1,Low,Price,2671.0508,192.74283,Yes
26-30,Male,Working Professional,20000-50000,Monthly,Online,3984.6519,Formal,0,1,0,1,0,1,1,0,1,1,0,Medium,Fit,4636.1336,288.09844,Yes
26-30,Female,Working Professional,<20000,Weekly,Mixed,17111.574,Formal,1,1,1,1,0,0,1,0,1,1,0,High,Fit,2059.9143,318.10216,Yes
18-21,Female,Working Professional,50000-100000,Monthly,Online,5829.7356,Minimal,0,0,0,1,0,1,1,1,1,1,1,Low,Trend,2308.5399,277.77583,Yes
18-21,Female,Working Professional,20000-50000,Monthly,Online,4131.5694,Experimental,1,0,0,1,1,0,1,1,1,1,0,Low,Fit,1609.9006,266.80156,Yes
26-30,Female,Working Professional,50000-100000,Rarely,Offline,2798.3407,Casual,1,1,0,1,0,1,1,1,1,0,0,High,Brand,3082.9541,414.07374,Yes
26-30,Male,Student,100000,2-3 months,Online,5559.3924,Formal,1,1,0,1,1,0,1,0,1,1,1,High,Price,2081.9981,265.61866,No
22-25,Male,Student,100000,Weekly,Online,3879.691,Experimental,0,1,0,1,1,1,1,1,1,1,1,Low,Fit,2155.7287,275.24763,Yes
30,Female,Student,100000,Weekly,Online,2254.4301,Formal,1,1,1,1,0,0,1,0,1,1,0,Medium,Brand,1442.8505,273.51596,Maybe
18-21,Female,Working Professional,20000-50000,Monthly,Online,2159.6955,Experimental,0,1,1,1,0,1,1,0,1,1,1,Medium,Brand,1808.8967,531.49316,Maybe
22-25,Female,Student,<20000,Monthly,Instagram,1045.6712,Experimental,1,1,1,1,0,1,1,1,0,0,0,Low,Recommendation,2484.5844,226.31781,Yes
30,Female,Working Professional,20000-50000,Monthly,Mixed,2979.4177,Formal,0,0,0,0,1,1,1,1,1,1,0,Medium,Recommendation,300,389.44442,No
22-25,Female,Working Professional,100000,2-3 months,Online,6205.3841,Trendy,1,0,1,1,0,1,0,1,1,1,0,Low,Fit,300,187.74335,Yes
26-30,Male,Student,100000,Rarely,Online,4355.6596,Experimental,0,1,0,1,1,1,1,0,0,1,1,Medium,Recommendation,2588.7189,352.49172,No
22-25,Female,Working Professional,100000,Monthly,Instagram,2940.4646,Casual,0,1,0,1,1,1,1,1,0,0,0,Low,Brand,300,381.93498,Maybe
22-25,Female,Working Professional,<20000,2-3 months,Mixed,5609.7119,Formal,1,1,1,1,1,1,1,1,1,1,1,Medium,Brand,2210.2866,462.63889,Yes
30,Female,Student,100000,Monthly,Online,2335.0468,Trendy,1,0,1,0,1,1,1,1,1,1,0,Low,Recommendation,1934.2544,242.35977,Yes
22-25,Female,Working Professional,20000-50000,2-3 months,Online,4190.7005,Formal,1,1,0,1,1,1,1,0,1,1,1,Medium,Price,3313.0568,132.90562,Yes
30,Female,Working Professional,<20000,Monthly,Instagram,10922.218,Minimal,1,0,1,1,0,1,0,1,1,1,0,Medium,Recommendation,2983.9449,182.4022,Yes
18-21,Male,Working Professional,20000-50000,Weekly,Offline,5558.2613,Casual,1,1,1,1,1,0,1,1,1,1,0,High,Price,4854.2722,444.68124,Yes
18-21,Female,Working Professional,<20000,Rarely,Online,845.54326,Minimal,1,1,1,0,0,0,1,1,1,1,1,Medium,Recommendation,3772.2443,612.26274,Maybe
18-21,Female,Working Professional,20000-50000,Monthly,Offline,2299.6045,Experimental,0,0,1,1,0,1,1,1,1,0,0,Medium,Brand,300,425.16801,Maybe
26-30,Female,Working Professional,20000-50000,2-3 months,Online,723.50868,Experimental,0,1,1,1,0,1,1,1,1,0,1,Low,Brand,2073.4805,110.67909,Yes
22-25,Female,Student,20000-50000,Monthly,Offline,3480.8066,Minimal,1,1,1,1,0,1,0,1,1,0,0,Medium,Recommendation,4790.7777,420.09793,Yes
30,Female,Working Professional,50000-100000,Weekly,Offline,6422.855,Minimal,1,1,0,1,0,1,0,1,0,0,1,Low,Trend,1453.5521,158.43134,Yes
22-25,Non-binary,Working Professional,100000,Weekly,Mixed,2989.1056,Experimental,1,0,0,1,0,1,1,0,0,1,0,Medium,Price,2420.6615,247.62861,Yes
30,Male,Student,50000-100000,Monthly,Online,2978.6321,Trendy,1,0,0,1,0,1,1,1,1,1,1,High,Trend,4606.1914,328.08466,Yes
18-21,Female,Working Professional,20000-50000,2-3 months,Online,5743.4488,Casual,1,0,1,1,0,1,1,0,0,1,1,High,Brand,1689.1066,353.30533,Yes
30,Female,Self-employed,50000-100000,Monthly,Online,6137.0991,Formal,1,0,1,0,1,1,1,1,1,1,0,High,Price,4184.4699,309.81631,Yes
26-30,Female,Working Professional,100000,2-3 months,Mixed,3822.8579,Minimal,1,0,1,0,0,1,1,1,0,1,0,High,Recommendation,1135.0006,209.83318,Yes
26-30,Female,Working Professional,<20000,2-3 months,Online,5369.4297,Casual,0,0,1,1,0,1,0,0,1,1,1,High,Price,300,458.99374,Maybe
26-30,Male,Self-employed,20000-50000,2-3 months,Online,1846.0909,Formal,1,1,0,0,1,1,1,0,1,1,0,Medium,Price,4342.794,220.86504,Yes
26-30,Male,Working Professional,20000-50000,Monthly,Online,6755.9487,Formal,1,1,0,1,0,1,1,1,1,1,1,Medium,Fit,3158.1026,488.17691,Yes
26-30,Female,Working Professional,<20000,Rarely,Instagram,8297.4126,Minimal,1,1,0,1,1,1,1,1,1,0,0,Medium,Price,3256.8464,96.093016,Yes
18-21,Female,Working Professional,50000-100000,Monthly,Online,15127.295,Trendy,1,1,1,1,1,1,0,1,0,1,0,High,Brand,1721.1116,332.32955,Yes
18-21,Female,Working Professional,100000,Monthly,Online,500,Trendy,1,1,0,1,0,1,1,0,1,1,0,High,Trend,979.97108,116.07736,Yes
30,Male,Working Professional,<20000,Weekly,Online,2883.5395,Casual,0,1,0,1,1,1,1,0,1,1,0,High,Trend,4225.6548,174.88761,Maybe
26-30,Male,Working Professional,50000-100000,Monthly,Mixed,5225.6506,Casual,0,0,0,0,1,1,0,0,1,1,0,Medium,Recommendation,2864.811,223.04817,Maybe
